Type,Brand,Model,Benchmark,Model_Type,Tier,Processor_Number,URL
CPU,Intel,Core2 Duo P9600,38.6,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/8493/IntelR-CoreTM2-Duo-CPU-----P9600----266GHz
CPU,Intel,Core2 Duo T9550,38.6,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/6301/IntelR-CoreTM2-Duo-CPU-----T9550----266GHz
CPU,Intel,Core i3-4005U,38.5,Core,i3,4005U,https://cpu.userbenchmark.com/SpeedTest/7028/IntelR-CoreTM-i3-4005U-CPU---170GHz
CPU,Intel,Core2 Duo E7300,38.5,Core2,Core2 Duo,E7300,https://cpu.userbenchmark.com/SpeedTest/2080/IntelR-CoreTM2-Duo-CPU-----E7300----266GHz
CPU,Intel,Core i3 M 350,38.5,Core,Core i3 M,,https://cpu.userbenchmark.com/SpeedTest/572/IntelR-CoreTM-i3-CPU-------M-350----227GHz
CPU,AMD,Phenom II N830,38.4,Phenom,Phenom II,N830,https://cpu.userbenchmark.com/SpeedTest/690/AMD-Phenomtm-II-N830-Triple-Core-Processor
CPU,Intel,Core2 Duo E7400,38.4,Core2,Core2 Duo,E7400,https://cpu.userbenchmark.com/SpeedTest/2077/IntelR-CoreTM2-Duo-CPU-----E7400----280GHz
CPU,AMD,Athlon 64 X2 Dual Core 5400+,38.3,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/4069/AMD-Athlontm-64-X2-Dual-Core-Processor-5400-
CPU,AMD,A6-3410MX APU,38.3,A6-3410MX,A6-,3410MX,https://cpu.userbenchmark.com/SpeedTest/5327/AMD-A6-3410MX-APU-with-Radeontm-HD-Graphics
CPU,Intel,Pentium D 3.73GHz,38.3,Pentium,Pentium D,3.73GHz,https://cpu.userbenchmark.com/SpeedTest/10162/IntelR-PentiumR-D-CPU-373GHz
CPU,Intel,Pentium Gold 4415Y,38.2,Pentium,Pentium Gold,,https://cpu.userbenchmark.com/SpeedTest/549016/IntelR-PentiumR-CPU-4415Y---160GHz
CPU,Intel,Celeron 2957U,38.1,Celeron,Celeron,2957U,https://cpu.userbenchmark.com/SpeedTest/12071/IntelR-CeleronR-2957U---140GHz
CPU,Intel,Core2 Duo T9300,38.1,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2444/IntelR-CoreTM2-Duo-CPU-----T9300----250GHz
CPU,Intel,Core i3 M 330,38.0,Core,Core i3 M,,https://cpu.userbenchmark.com/SpeedTest/484/IntelR-CoreTM-i3-CPU-------M-330----213GHz
CPU,Intel,Core M-5Y31,38.0,Core,Core M-,5Y31,https://cpu.userbenchmark.com/SpeedTest/33034/IntelR-CoreTM-M-5Y31-CPU---090GHz
CPU,AMD,Athlon II X2 215,37.8,Athlon,Athlon II,X2,https://cpu.userbenchmark.com/SpeedTest/885/AMD-Athlontm-II-X2-215-Processor
CPU,AMD,Turion II Ultra Mobile M600,37.8,Turion,,,https://cpu.userbenchmark.com/SpeedTest/5449/AMD-Turiontm-II-Ultra-Dual-Core-Mobile-M600
CPU,Intel,Core2 Duo E6750,37.8,Core2,Core2 Duo,E6750,https://cpu.userbenchmark.com/SpeedTest/729/IntelR-CoreTM2-Duo-CPU-----E6750----266GHz
CPU,Intel,Core2 Duo E7200,37.8,Core2,Core2 Duo,E7200,https://cpu.userbenchmark.com/SpeedTest/1876/IntelR-CoreTM2-Duo-CPU-----E7200----253GHz
CPU,Intel,Pentium E6300,37.8,Pentium,Pentium,E6300,https://cpu.userbenchmark.com/SpeedTest/3310/PentiumR-Dual-Core--CPU------E6300----280GHz
CPU,AMD,A8-3520M APU,37.7,A8-3520M,A8-,3520M,https://cpu.userbenchmark.com/SpeedTest/6369/AMD-A8-3520M-APU-with-Radeontm-HD-Graphics
CPU,Intel,Pentium 4405Y,37.7,Pentium,Pentium,4405Y,https://cpu.userbenchmark.com/SpeedTest/144619/IntelR-PentiumR-CPU-4405Y---150GHz
CPU,Intel,Core2 Duo P9400,37.7,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/5017/IntelR-CoreTM2-Duo-CPU-----P9400----240GHz
CPU,Intel,Pentium 967,37.6,Pentium,Pentium,967,https://cpu.userbenchmark.com/SpeedTest/4152/IntelR-PentiumR-CPU-967---130GHz
CPU,Intel,Core2 Duo P8800,37.6,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2429/IntelR-CoreTM2-Duo-CPU-----P8800----266GHz
CPU,Intel,Core i3-5005U,37.5,Core,i3,5005U,https://cpu.userbenchmark.com/SpeedTest/24957/IntelR-CoreTM-i3-5005U-CPU---200GHz
CPU,Intel,Pentium E5800,37.5,Pentium,Pentium,E5800,https://cpu.userbenchmark.com/SpeedTest/3092/PentiumR-Dual-Core--CPU------E5800----320GHz
CPU,AMD,A8-3500M APU,37.4,A8-3500M,A8-,3500M,https://cpu.userbenchmark.com/SpeedTest/5434/AMD-A8-3500M-APU-with-Radeontm-HD-Graphics
CPU,Intel,Core2 Duo E6550,37.4,Core2,Core2 Duo,E6550,https://cpu.userbenchmark.com/Intel-Core2-Duo-E6550/Rating/568
CPU,AMD,Opteron 4171 HE,37.4,Opteron,,,https://cpu.userbenchmark.com/SpeedTest/5977/AMD-Opterontm-Processor-4171-HE
CPU,AMD,A8-7200P APU (2014 M.Ka),37.3,A8-7200P,A8-,7200P,https://cpu.userbenchmark.com/SpeedTest/64755/AMD-A8-7200P-Radeon-R5-8-Compute-Cores-4C-4G
CPU,Intel,Core2 6600,37.3,Core2,Core2,,https://cpu.userbenchmark.com/SpeedTest/984/IntelR-CoreTM2-CPU----------6600----240GHz
CPU,Intel,Core2 Duo P8700,37.3,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/581/IntelR-CoreTM2-Duo-CPU-----P8700----253GHz
CPU,Intel,Core2 Duo T7700,37.1,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2770/IntelR-CoreTM2-Duo-CPU-----T7700----240GHz
CPU,AMD,Athlon Dual Core 4850e,37.1,Athlon,Athlon Dual Core,Dual Core,https://cpu.userbenchmark.com/SpeedTest/3970/AMD-Athlontm-Dual-Core-Processor-4850e
CPU,Intel,Core2 Duo P9300,37.0,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/602/IntelR-CoreTM2-Duo-CPU-----P9300----226GHz
CPU,AMD,Athlon 64 X2 Dual Core 5200+,36.8,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/1721/AMD-Athlontm-64-X2-Dual-Core-Processor-5200-
CPU,AMD,A10-4655M APU,36.8,A10-4655M,A10-,4655M,https://cpu.userbenchmark.com/SpeedTest/6343/AMD-A10-4655M-APU-with-Radeontm-HD-Graphics
CPU,Intel,Core2 Duo P8400,36.8,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/307/IntelR-CoreTM2-Duo-CPU-----P8400----226GHz
CPU,Intel,Core2 Duo L9600,36.7,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/1700/IntelR-CoreTM2-Duo-CPU-----L9600----213GHz
CPU,Intel,Core2 Duo P8600,36.7,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/753/IntelR-CoreTM2-Duo-CPU-----P8600----240GHz
CPU,Intel,Core2 Duo T8300,36.6,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/1921/IntelR-CoreTM2-Duo-CPU-----T8300----240GHz
CPU,Intel,Pentium E5500,36.6,Pentium,Pentium,E5500,https://cpu.userbenchmark.com/SpeedTest/2012/PentiumR-Dual-Core--CPU------E5500----280GHz
CPU,Intel,Core2 Duo P7570,36.5,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/7581/IntelR-CoreTM2-Duo-CPU-----P7570----226GHz
CPU,Intel,Core2 6420,36.5,Core2,Core2,,https://cpu.userbenchmark.com/SpeedTest/1967/IntelR-CoreTM2-CPU----------6420----213GHz
CPU,AMD,A10-5745M APU,36.5,A10-5745M,A10-,5745M,https://cpu.userbenchmark.com/SpeedTest/4194/AMD-A10-5745M-APU-with-Radeontm-HD-Graphics
CPU,Intel,Pentium E5700,36.5,Pentium,Pentium,E5700,https://cpu.userbenchmark.com/SpeedTest/976/PentiumR-Dual-Core--CPU------E5700----300GHz
CPU,Intel,Core2 Duo L9400,36.5,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/5525/IntelR-CoreTM2-Duo-CPU-----L9400----186GHz
CPU,AMD,A10-7400P APU (2014 M.Ka),36.4,A10-7400P,A10-,7400P,https://cpu.userbenchmark.com/SpeedTest/26875/AMD-A10-7400P-Radeon-R6-10-Compute-Cores-4C-6G
CPU,AMD,A6-3420M APU,36.3,A6-3420M,A6-,3420M,https://cpu.userbenchmark.com/SpeedTest/649/AMD-A6-3420M-APU-with-Radeontm-HD-Graphics
CPU,Intel,Pentium P6200,36.2,Pentium,Pentium,P6200,https://cpu.userbenchmark.com/SpeedTest/4539/IntelR-PentiumR-CPU--------P6200----213GHz
CPU,AMD,Athlon II P360,36.2,Athlon,Athlon II,P360,https://cpu.userbenchmark.com/SpeedTest/3956/AMD-Athlontm-II-P360-Dual-Core-Processor
CPU,Intel,Pentium E5400,36.2,Pentium,Pentium,E5400,https://cpu.userbenchmark.com/SpeedTest/4475/PentiumR-Dual-Core--CPU------E5400----270GHz
CPU,AMD,Phenom II P960,36.2,Phenom,,,https://cpu.userbenchmark.com/SpeedTest/1991/AMD-Phenomtm-II-P960-Quad-Core-Processor
CPU,Intel,Core i3-6006U,36.1,Core,i3,6006U,https://cpu.userbenchmark.com/SpeedTest/214467/IntelR-CoreTM-i3-6006U-CPU---200GHz
CPU,Intel,Pentium E5200,36.0,Pentium,Pentium,E5200,https://cpu.userbenchmark.com/SpeedTest/1599/PentiumR-Dual-Core--CPU------E5200----250GHz
CPU,Intel,Pentium E5300,35.9,Pentium,Pentium,E5300,https://cpu.userbenchmark.com/SpeedTest/38/PentiumR-Dual-Core--CPU------E5300----260GHz
CPU,AMD,A8-5545M APU,35.9,A8-5545M,A8-,5545M,https://cpu.userbenchmark.com/SpeedTest/9308/AMD-A8-5545M-APU-with-Radeontm-HD-Graphics
CPU,AMD,Athlon 64 X2 Dual Core 5000+,35.8,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/2324/AMD-Athlontm-64-X2-Dual-Core-Processor-5000-
CPU,AMD,Athlon 64 X2 Dual Core 4600+,35.8,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/8715/AMD-Athlontm-64-X2-Dual-Core-Processor-4600-
CPU,AMD,Athlon X2 Dual Core BE-2400,35.8,Athlon,Athlon,X2,https://cpu.userbenchmark.com/SpeedTest/10300/AMD-Athlontm-X2-Dual-Core-Processor-BE-2400
CPU,Intel,Atom Z3740D,35.8,Atom,Atom,Z3740D,https://cpu.userbenchmark.com/SpeedTest/3287/IntelR-AtomTM-CPU--Z3740D---133GHz
CPU,Intel,Xeon E5320,35.8,Xeon,Xeon E532,0,https://cpu.userbenchmark.com/SpeedTest/24377/IntelR-XeonR-CPU-----------E5320----186GHz
CPU,Intel,Celeron E3200,35.7,Celeron,Celeron,E3200,https://cpu.userbenchmark.com/SpeedTest/6422/IntelR-CeleronR-CPU--------E3200----240GHz
CPU,AMD,Sempron 145,35.7,Sempron,Sempron,145,https://cpu.userbenchmark.com/SpeedTest/6487/AMD-Semprontm-145-Processor
CPU,Intel,Celeron J4105,35.7,Celeron,Celeron,J4105,https://cpu.userbenchmark.com/SpeedTest/444211/IntelR-CeleronR-J4105-CPU---150GHz
CPU,Intel,Core2 Duo P7550,35.7,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/3099/IntelR-CoreTM2-Duo-CPU-----P7550----226GHz
CPU,Intel,Celeron E3300,35.6,Celeron,Celeron,E3300,https://cpu.userbenchmark.com/SpeedTest/5787/IntelR-CeleronR-CPU--------E3300----250GHz
CPU,AMD,FX-9800P APU (2016 M.BR),35.6,FX-9800P,FX-,9800P,https://cpu.userbenchmark.com/SpeedTest/141405/AMD-FX-9800P-RADEON-R7-12-COMPUTE-CORES-4C-8G
CPU,AMD,A4-3400 APU,35.5,A4-3400,A4-,3400,https://cpu.userbenchmark.com/SpeedTest/6076/AMD-A4-3400-APU-with-Radeontm-HD-Graphics
CPU,Intel,Core2 Duo P7450,35.5,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/1597/IntelR-CoreTM2-Duo-CPU-----P7450----213GHz
CPU,AMD,A4-3300 APU,35.5,A4-3300,A4-,3300,https://cpu.userbenchmark.com/SpeedTest/4728/AMD-A4-3300-APU-with-Radeontm-HD-Graphics
CPU,Intel,Core2 6400,35.5,Core2,Core2,,https://cpu.userbenchmark.com/SpeedTest/106/IntelR-CoreTM2-CPU----------6400----213GHz
CPU,AMD,Phenom II P940,35.4,Phenom,,,https://cpu.userbenchmark.com/SpeedTest/12706/AMD-Phenomtm-II-P940-Quad-Core-Processor
CPU,Intel,Core2 Duo E4700,35.4,Core2,Core2 Duo,E4700,https://cpu.userbenchmark.com/SpeedTest/669/IntelR-CoreTM2-Duo-CPU-----E4700----260GHz
CPU,AMD,Athlon Dual Core 4450e,35.4,Athlon,Athlon Dual Core,Dual Core,https://cpu.userbenchmark.com/SpeedTest/9437/AMD-Athlontm-Dual-Core-Processor-4450e
CPU,AMD,A10-9620P APU (2016 M.BR),35.3,A10-9620P,A10-,9620P,https://cpu.userbenchmark.com/SpeedTest/300068/AMD-A10-9620P-RADEON-R5-10-COMPUTE-CORES-4C-6G
CPU,AMD,Turion II Neo N54L,35.3,Turion,,,https://cpu.userbenchmark.com/SpeedTest/7165/AMD-Turiontm-II-Neo-N54L-Dual-Core-Processor
CPU,AMD,A6-4400M APU,35.2,A6-4400M,A6-,4400M,https://cpu.userbenchmark.com/SpeedTest/1745/AMD-A6-4400M-APU-with-Radeontm-HD-Graphics
CPU,AMD,Athlon Dual Core 4450B,35.2,Athlon,Athlon Dual Core,Dual Core,https://cpu.userbenchmark.com/SpeedTest/3166/AMD-Athlontm-Dual-Core-Processor-4450B
CPU,Intel,Pentium J2900,35.2,Pentium,Pentium,J2900,https://cpu.userbenchmark.com/SpeedTest/12727/IntelR-PentiumR-CPU--J2900----241GHz
CPU,AMD,A6-9500E APU (2016 D.BR),35.2,A6-9500E,A6-,9500E,https://cpu.userbenchmark.com/SpeedTest/340618/AMD-A6-9500E-RADEON-R5-6-COMPUTE-CORES-2C-4G
CPU,Intel,Pentium P6100,35.2,Pentium,Pentium,P6100,https://cpu.userbenchmark.com/SpeedTest/756/IntelR-PentiumR-CPU--------P6100----200GHz
CPU,Intel,Celeron E3400,35.2,Celeron,Celeron,E3400,https://cpu.userbenchmark.com/SpeedTest/5119/IntelR-CeleronR-CPU--------E3400----260GHz
CPU,Intel,Core2 6320,35.1,Core2,Core2,,https://cpu.userbenchmark.com/SpeedTest/4501/IntelR-CoreTM2-CPU----------6320----186GHz
CPU,AMD,Sempron 140,35.1,Sempron,Sempron,140,https://cpu.userbenchmark.com/SpeedTest/3248/AMD-Semprontm-140-Processor
CPU,Intel,Core2 Duo T7500,35.1,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/867/IntelR-CoreTM2-Duo-CPU-----T7500----220GHz
CPU,Intel,Core2 Duo T8100,35.0,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2334/IntelR-CoreTM2-Duo-CPU-----T8100----210GHz
CPU,AMD,A4-4300M APU,35.0,A4-4300M,A4-,4300M,https://cpu.userbenchmark.com/SpeedTest/2001/AMD-A4-4300M-APU-with-Radeontm-HD-Graphics
CPU,AMD,A12-9720P APU (2016 M.BR),35.0,A12-9720P,A12-,9720P,https://cpu.userbenchmark.com/SpeedTest/308530/AMD-A12-9720P-RADEON-R7-12-COMPUTE-CORES-4C-8G
CPU,AMD,Athlon II P340,34.9,Athlon,Athlon II,P340,https://cpu.userbenchmark.com/SpeedTest/380/AMD-Athlontm-II-P340-Dual-Core-Processor
CPU,AMD,A6-7400K APU (2014 D.Ka),34.8,A6-7400K,A6-,7400K,https://cpu.userbenchmark.com/SpeedTest/16549/AMD-A6-7400K-Radeon-R5-6-Compute-Cores-2C-4G
CPU,Intel,Core2 Duo P7350,34.8,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/1998/IntelR-CoreTM2-Duo-CPU-----P7350----200GHz
CPU,AMD,Athlon LE-1640,34.7,Athlon,,,https://cpu.userbenchmark.com/SpeedTest/7308/AMD-Athlontm-Processor-LE-1640
CPU,AMD,Athlon 64 X2 Dual Core 4800+,34.7,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/2246/AMD-Athlontm-64-X2-Dual-Core-Processor-4800-
CPU,Intel,Pentium N3530,34.7,Pentium,Pentium,N3530,https://cpu.userbenchmark.com/SpeedTest/11468/IntelR-PentiumR-CPU--N3530----216GHz
CPU,AMD,A6-3400M APU,34.6,A6-3400M,A6-,3400M,https://cpu.userbenchmark.com/SpeedTest/491/AMD-A6-3400M-APU-with-Radeontm-HD-Graphics
CPU,Intel,Core2 Duo T6670,34.6,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2964/IntelR-CoreTM2-Duo-CPU-----T6670----220GHz
CPU,Intel,Celeron Dual Core T3300,34.5,Celeron,,,https://cpu.userbenchmark.com/SpeedTest/8823/CeleronR-Dual-Core-CPU-------T3300----200GHz
CPU,Intel,Core2 Duo T6600,34.5,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/242/IntelR-CoreTM2-Duo-CPU-----T6600----220GHz
CPU,AMD,Athlon 64 X2 Dual Core 4200+,34.5,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/3258/AMD-Athlontm-64-X2-Dual-Core-Processor-4200-
CPU,AMD,A8-4555M APU,34.5,A8-4555M,A8-,4555M,https://cpu.userbenchmark.com/SpeedTest/3647/AMD-A8-4555M-APU-with-Radeontm-HD-Graphics
CPU,Intel,Core2 6300,34.5,Core2,Core2,,https://cpu.userbenchmark.com/SpeedTest/2521/IntelR-CoreTM2-CPU----------6300----186GHz
CPU,Intel,Pentium N3520,34.4,Pentium,Pentium,N3520,https://cpu.userbenchmark.com/SpeedTest/7431/IntelR-PentiumR-CPU--N3520----216GHz
CPU,Intel,Core2 Duo T6400,34.4,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2405/IntelR-CoreTM2-Duo-CPU-----T6400----200GHz
CPU,Intel,Core2 Duo T6500,34.4,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/3474/IntelR-CoreTM2-Duo-CPU-----T6500----210GHz
CPU,Intel,Core2 Duo T7300,34.4,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2508/IntelR-CoreTM2-Duo-CPU-----T7300----200GHz
CPU,AMD,A4-3330MX APU,34.3,A4-3330MX,A4-,3330MX,https://cpu.userbenchmark.com/SpeedTest/6834/AMD-A4-3330MX-APU-with-Radeontm-HD-Graphics
CPU,Intel,Core2 Duo E4600,34.3,Core2,Core2 Duo,E4600,https://cpu.userbenchmark.com/SpeedTest/2191/IntelR-CoreTM2-Duo-CPU-----E4600----240GHz
CPU,AMD,Athlon 64 3400+,34.2,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/1056/AMD-Athlontm-64-Processor-3400-
CPU,Intel,Xeon E5310,34.1,Xeon,Xeon E531,0,https://cpu.userbenchmark.com/SpeedTest/21579/IntelR-XeonR-CPU-----------E5310----160GHz
CPU,Intel,Core2 Duo T5870,34.1,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/5377/IntelR-CoreTM2-Duo-CPU-----T5870----200GHz
CPU,AMD,A4-7210 APU (2015 M.Ca),34.0,A4-7210,A4-,7210,https://cpu.userbenchmark.com/SpeedTest/42376/AMD-A4-7210-APU-with-AMD-Radeon-R3-Graphics
CPU,AMD,A9-9430 APU (2016 M.SR),34.0,A9-9430,A9-,9430,https://cpu.userbenchmark.com/SpeedTest/303175/AMD-A9-9430-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,AMD,Athlon 64 X2 Dual Core 3800+,34.0,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/2362/AMD-Athlontm-64-X2-Dual-Core-Processor-3800-
CPU,Intel,Pentium T4400,34.0,Pentium,Pentium,T4400,https://cpu.userbenchmark.com/SpeedTest/1886/PentiumR-Dual-Core-CPU-------T4400----220GHz
CPU,Intel,Core2 Duo T7250,34.0,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/1781/IntelR-CoreTM2-Duo-CPU-----T7250----200GHz
CPU,AMD,Athlon II P320,34.0,Athlon,Athlon II,P320,https://cpu.userbenchmark.com/SpeedTest/1942/AMD-Athlontm-II-P320-Dual-Core-Processor
CPU,AMD,V140,34.0,V140,,,https://cpu.userbenchmark.com/SpeedTest/1003/AMD-V140-Processor
CPU,AMD,Turion II Mobile M500,34.0,Turion,,,https://cpu.userbenchmark.com/SpeedTest/2912/AMD-Turiontm-II-Dual-Core-Mobile-M500
CPU,Intel,Core2 T7600,34.0,Core2,,,https://cpu.userbenchmark.com/SpeedTest/2765/IntelR-CoreTM2-CPU---------T7600----233GHz
CPU,Intel,Celeron J1900,33.9,Celeron,Celeron,J1900,https://cpu.userbenchmark.com/SpeedTest/10898/IntelR-CeleronR-CPU--J1900----199GHz
CPU,Intel,Celeron Dual Core T3100,33.9,Celeron,,,https://cpu.userbenchmark.com/SpeedTest/1715/CeleronR-Dual-Core-CPU-------T3100----190GHz
CPU,Intel,Core2 Duo T5900,33.9,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2376/IntelR-CoreTM2-Duo-CPU-----T5900----220GHz
CPU,Intel,Core2 Duo T5670,33.9,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/3564/IntelR-CoreTM2-Duo-CPU-----T5670----180GHz
CPU,Intel,Pentium Silver N5000,33.9,Pentium,Pentium Silver,N5000,https://cpu.userbenchmark.com/SpeedTest/499477/IntelR-PentiumR-Silver-N5000-CPU---110GHz
CPU,AMD,A12-9700P APU (2016 M.BR),33.9,A12-9700P,A12-,9700P,https://cpu.userbenchmark.com/SpeedTest/148571/AMD-A12-9700P-RADEON-R7-10-COMPUTE-CORES-4C-6G
CPU,Intel,Core2 Duo T6570,33.9,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/438/IntelR-CoreTM2-Duo-CPU-----T6570----210GHz
CPU,Intel,Pentium T4500,33.9,Pentium,Pentium,T4500,https://cpu.userbenchmark.com/SpeedTest/2148/PentiumR-Dual-Core-CPU-------T4500----230GHz
CPU,Intel,Pentium T4200,33.9,Pentium,Pentium,T4200,https://cpu.userbenchmark.com/SpeedTest/451/PentiumR-Dual-Core-CPU-------T4200----200GHz
CPU,AMD,Athlon 64 X2 Dual Core 4400+,33.9,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/2330/AMD-Athlontm-64-X2-Dual-Core-Processor-4400-
CPU,Intel,Celeron N2930,33.8,Celeron,Celeron,N2930,https://cpu.userbenchmark.com/SpeedTest/13386/IntelR-CeleronR-CPU--N2930----183GHz
CPU,AMD,A6-9500 APU (2016 D.BR),33.8,A6-9500,A6-,9500,https://cpu.userbenchmark.com/SpeedTest/302063/AMD-A6-9500-RADEON-R5-8-COMPUTE-CORES-2C-6G
CPU,AMD,Athlon 5350 APU R3,33.8,Athlon,Athlon,5350,https://cpu.userbenchmark.com/SpeedTest/10020/AMD-Athlontm-5350-APU-with-Radeontm-R3
CPU,Intel,Celeron 847,33.8,Celeron,Celeron,847,https://cpu.userbenchmark.com/SpeedTest/457/IntelR-CeleronR-CPU-847---110GHz
CPU,Intel,Pentium T4300,33.7,Pentium,Pentium,T4300,https://cpu.userbenchmark.com/SpeedTest/2938/PentiumR-Dual-Core-CPU-------T4300----210GHz
CPU,Intel,Core2 Duo T5800,33.6,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/2272/IntelR-CoreTM2-Duo-CPU-----T5800----200GHz
CPU,Intel,Pentium N3540,33.5,Pentium,Pentium,N3540,https://cpu.userbenchmark.com/SpeedTest/15842/IntelR-PentiumR-CPU--N3540----216GHz
CPU,AMD,V120,33.5,V120,,,https://cpu.userbenchmark.com/SpeedTest/5365/AMD-V120-Processor
CPU,Intel,Core2 Duo E4500,33.4,Core2,Core2 Duo,E4500,https://cpu.userbenchmark.com/SpeedTest/65/IntelR-CoreTM2-Duo-CPU-----E4500----220GHz
CPU,AMD,Athlon 64 3000+,33.3,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/5460/AMD-Athlontm-64-Processor-3000-
CPU,AMD,Athlon II M320,33.3,Athlon,Athlon II,M320,https://cpu.userbenchmark.com/SpeedTest/4506/AMD-Athlontm-II-Dual-Core-M320
CPU,Intel,Core2 Duo E4400,33.3,Core2,Core2 Duo,E4400,https://cpu.userbenchmark.com/SpeedTest/3549/IntelR-CoreTM2-Duo-CPU-----E4400----200GHz
CPU,Intel,Core2 Duo L9300,33.3,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/5639/IntelR-CoreTM2-Duo-CPU-----L9300----160GHz
CPU,Intel,Core2 T7400,33.2,Core2,,,https://cpu.userbenchmark.com/SpeedTest/5780/IntelR-CoreTM2-CPU---------T7400----216GHz
CPU,Intel,Pentium Dual E2200,33.2,Pentium,,,https://cpu.userbenchmark.com/SpeedTest/1712/IntelR-PentiumR-Dual--CPU--E2200----220GHz
CPU,AMD,Athlon 64 3500+,33.2,Athlon,Athlon,64,https://cpu.userbenchmark.com/SpeedTest/2498/AMD-Athlontm-64-Processor-3500-
CPU,Intel,Core2 Duo L7500,33.1,Core2,Core2 Duo,Duo,https://cpu.userbenchmark.com/SpeedTest/6265/IntelR-CoreTM2-Duo-CPU-----L7500----160GHz
CPU,AMD,A10-9600P APU (2016 M.BR),33.1,A10-9600P,A10-,9600P,https://cpu.userbenchmark.com/SpeedTest/136279/AMD-A10-9600P-RADEON-R5-10-COMPUTE-CORES-4C-6G
CPU,Intel,Core2 4400,33.1,Core2,Core2,,https://cpu.userbenchmark.com/SpeedTest/5093/IntelR-CoreTM2-CPU----------4400----200GHz
CPU,Intel,Pentium Dual E2180,33.0,Pentium,,,https://cpu.userbenchmark.com/SpeedTest/814/IntelR-PentiumR-Dual--CPU--E2180----200GHz
CPU,AMD,A4-3300M APU,33.0,A4-3300M,A4-,3300M,https://cpu.userbenchmark.com/SpeedTest/12812/AMD-A4-3300M-APU-with-Radeontm-HD-Graphics
CPU,Intel,Pentium J4205,32.9,Pentium,Pentium,J4205,https://cpu.userbenchmark.com/SpeedTest/221469/IntelR-PentiumR-CPU-J4205---150GHz
CPU,Intel,Pentium Dual T3400,32.9,Pentium,,,https://cpu.userbenchmark.com/SpeedTest/5174/IntelR-PentiumR-Dual--CPU--T3400----216GHz
CPU,AMD,Turion 64 X2 Mobile Technology TL-60,32.9,Turion,,,https://cpu.userbenchmark.com/SpeedTest/2315/AMD-Turiontm-64-X2-Mobile-Technology-TL-60
CPU,AMD,FX-7500 APU (2014 M.Ka),32.8,FX-7500,FX-,7500,https://cpu.userbenchmark.com/SpeedTest/16010/AMD-FX-7500-Radeon-R7-10-Compute-Cores-4C-6G
