Type,Brand,Model,Benchmark,Model_Type,Tier,Processor_Number,URL
CPU,Intel,Core i9-13900KS,131.0,Core,i9,13900KS,https://cpu.userbenchmark.com/SpeedTest/2000819/13th-Gen-IntelR-CoreTM-i9-13900KS
CPU,Intel,Core i9-13900K,129.0,Core,i9,13900K,https://cpu.userbenchmark.com/Intel-Core-i9-13900K/Rating/4129
CPU,Intel,Core i9-13900KF,129.0,Core,i9,13900KF,https://cpu.userbenchmark.com/SpeedTest/1946957/13th-Gen-IntelR-CoreTM-i9-13900KF
CPU,Intel,Core i7-13700KF,126.0,Core,i7,13700KF,https://cpu.userbenchmark.com/SpeedTest/1925886/13th-Gen-IntelR-CoreTM-i7-13700KF
CPU,Intel,Core i7-13700K,126.0,Core,i7,13700K,https://cpu.userbenchmark.com/Intel-Core-i7-13700K/Rating/4137
CPU,Intel,Core i9-13900,124.0,Core,i9,13900,https://cpu.userbenchmark.com/SpeedTest/1977296/13th-Gen-IntelR-CoreTM-i9-13900
CPU,Intel,Core i9-13900F,124.0,Core,i9,13900F,https://cpu.userbenchmark.com/SpeedTest/1994287/13th-Gen-IntelR-CoreTM-i9-13900F
CPU,AMD,Ryzen 9 7950X3D,122.0,Ryzen,Ryzen 9,7950X3D,https://cpu.userbenchmark.com/SpeedTest/2052977/AMD-Ryzen-9-7950X3D-16-Core-Processor
CPU,Intel,Core i5-13600K,122.0,Core,i5,13600K,https://cpu.userbenchmark.com/Intel-Core-i5-13600K/Rating/4134
CPU,Intel,Core i5-13600KF,122.0,Core,i5,13600KF,https://cpu.userbenchmark.com/SpeedTest/1950757/13th-Gen-IntelR-CoreTM-i5-13600KF
CPU,Intel,Core i7-13700,121.0,Core,i7,13700,https://cpu.userbenchmark.com/SpeedTest/1963418/13th-Gen-IntelR-CoreTM-i7-13700
CPU,Intel,Core i7-13700F,121.0,Core,i7,13700F,https://cpu.userbenchmark.com/SpeedTest/1997481/13th-Gen-IntelR-CoreTM-i7-13700F
CPU,Intel,Core i9-12900KS,119.0,Core,i9,12900KS,https://cpu.userbenchmark.com/SpeedTest/1821519/12th-Gen-IntelR-CoreTM-i9-12900KS
CPU,AMD,Ryzen 7 7800X3D,117.0,Ryzen,Ryzen 7,7800X3D,https://cpu.userbenchmark.com/SpeedTest/2081998/AMD-Ryzen-7-7800X3D-8-Core-Processor
CPU,AMD,Ryzen 9 7900X3D,117.0,Ryzen,Ryzen 9,7900X3D,https://cpu.userbenchmark.com/SpeedTest/2053257/AMD-Ryzen-9-7900X3D-12-Core-Processor
CPU,Intel,Core i9-13980HX,117.0,Core,i9,13980HX,https://cpu.userbenchmark.com/SpeedTest/2030055/13th-Gen-IntelR-CoreTM-i9-13980HX
CPU,Intel,Core i9-12900KF,117.0,Core,i9,12900KF,https://cpu.userbenchmark.com/SpeedTest/1685583/12th-Gen-IntelR-CoreTM-i9-12900KF
CPU,Intel,Core i9-12900K,117.0,Core,i9,12900K,https://cpu.userbenchmark.com/Intel-Core-i9-12900K/Rating/4118
CPU,Intel,Core i9-13950HX,116.0,Core,i9,13950HX,https://cpu.userbenchmark.com/SpeedTest/2033250/13th-Gen-IntelR-CoreTM-i9-13950HX
CPU,Intel,Core i5-13600,116.0,Core,i5,13600,https://cpu.userbenchmark.com/SpeedTest/2013466/13th-Gen-IntelR-CoreTM-i5-13600
CPU,Intel,Core i9-13900HX,115.0,Core,i9,13900HX,https://cpu.userbenchmark.com/SpeedTest/2023039/13th-Gen-IntelR-CoreTM-i9-13900HX
CPU,AMD,Ryzen 9 7950X,114.0,Ryzen,Ryzen 9,7950X,https://cpu.userbenchmark.com/AMD-Ryzen-9-7950X/Rating/4133
CPU,Intel,Core i7-12700K,114.0,Core,i7,12700K,https://cpu.userbenchmark.com/Intel-Core-i7-12700K/Rating/4119
CPU,Intel,Core i7-12700KF,114.0,Core,i7,12700KF,https://cpu.userbenchmark.com/SpeedTest/1699429/12th-Gen-IntelR-CoreTM-i7-12700KF
CPU,AMD,Ryzen 9 7900X,113.0,Ryzen,Ryzen 9,7900X,https://cpu.userbenchmark.com/AMD-Ryzen-9-7900X/Rating/4132
CPU,Intel,Core i9-12900F,113.0,Core,i9,12900F,https://cpu.userbenchmark.com/SpeedTest/1757838/12th-Gen-IntelR-CoreTM-i9-12900F
CPU,Intel,Core i5-13500,113.0,Core,i5,13500,https://cpu.userbenchmark.com/Intel-Core-i5-13500/Rating/4147
CPU,AMD,Ryzen 7 7700X,112.0,Ryzen,Ryzen 7,7700X,https://cpu.userbenchmark.com/AMD-Ryzen-7-7700X/Rating/4131
CPU,Intel,Core i9-12900,111.0,Core,i9,12900,https://cpu.userbenchmark.com/SpeedTest/1668917/12th-Gen-IntelR-CoreTM-i9-12900
CPU,AMD,Ryzen 5 7600X,110.0,Ryzen,Ryzen 5,7600X,https://cpu.userbenchmark.com/AMD-Ryzen-5-7600X/Rating/4130
CPU,Intel,Core i5-12600K,109.0,Core,i5,12600K,https://cpu.userbenchmark.com/Intel-Core-i5-12600K/Rating/4120
CPU,AMD,Ryzen 9 7900,109.0,Ryzen,Ryzen 9,7900,https://cpu.userbenchmark.com/SpeedTest/2015863/AMD-Ryzen-9-7900-12-Core-Processor
CPU,AMD,Ryzen 7 7700,109.0,Ryzen,Ryzen 7,7700,https://cpu.userbenchmark.com/SpeedTest/2016389/AMD-Ryzen-7-7700-8-Core-Processor
CPU,Intel,Core i5-12600KF,109.0,Core,i5,12600KF,https://cpu.userbenchmark.com/SpeedTest/1700734/12th-Gen-IntelR-CoreTM-i5-12600KF
CPU,Intel,Core i7-12700F,109.0,Core,i7,12700F,https://cpu.userbenchmark.com/Intel-Core-i7-12700F/Rating/4124
CPU,Intel,Core i7-12700,108.0,Core,i7,12700,https://cpu.userbenchmark.com/SpeedTest/1750830/12th-Gen-IntelR-CoreTM-i7-12700
CPU,Intel,Core i7-13700HX,108.0,Core,i7,13700HX,https://cpu.userbenchmark.com/SpeedTest/1994585/13th-Gen-IntelR-CoreTM-i7-13700HX
CPU,Intel,Core i7-12650HX,107.0,Core,i7,12650HX,https://cpu.userbenchmark.com/SpeedTest/1798547/12th-Gen-IntelR-CoreTM-i7-12650HX
CPU,Intel,Core i9-12950HX,107.0,Core,i9,12950HX,https://cpu.userbenchmark.com/SpeedTest/1842274/12th-Gen-IntelR-CoreTM-i9-12950HX
CPU,Intel,Core i9-13900H,107.0,Core,i9,13900H,https://cpu.userbenchmark.com/SpeedTest/2035047/13th-Gen-IntelR-CoreTM-i9-13900H
CPU,AMD,Ryzen 5 7600,106.0,Ryzen,Ryzen 5,7600,https://cpu.userbenchmark.com/SpeedTest/2016198/AMD-Ryzen-5-7600-6-Core-Processor
CPU,Intel,Core i5-13400F,106.0,Core,i5,13400F,https://cpu.userbenchmark.com/Intel-Core-i5-13400F/Rating/4144
CPU,Intel,Core i5-13400,106.0,Core,i5,13400,https://cpu.userbenchmark.com/SpeedTest/1990711/13th-Gen-IntelR-CoreTM-i5-13400
CPU,Intel,Core i9-12900HX,105.0,Core,i9,12900HX,https://cpu.userbenchmark.com/SpeedTest/1832602/12th-Gen-IntelR-CoreTM-i9-12900HX
CPU,Intel,Core i7-13800H,105.0,Core,i7,13800H,https://cpu.userbenchmark.com/SpeedTest/2065142/13th-Gen-IntelR-CoreTM-i7-13800H
CPU,Intel,Core i7-13700H,104.0,Core,i7,13700H,https://cpu.userbenchmark.com/SpeedTest/2039665/13th-Gen-IntelR-CoreTM-i7-13700H
CPU,Intel,Core i7-13650HX,104.0,Core,i7,13650HX,https://cpu.userbenchmark.com/SpeedTest/2049566/13th-Gen-IntelR-CoreTM-i7-13650HX
CPU,Intel,Core i9-11900KF,104.0,Core,i9,11900KF,https://cpu.userbenchmark.com/SpeedTest/1515781/11th-Gen-IntelR-CoreTM-i9-11900KF---350GHz
CPU,AMD,Ryzen 7 5800X3D,104.0,Ryzen,Ryzen 7,5800X3D,https://cpu.userbenchmark.com/SpeedTest/1817839/AMD-Ryzen-7-5800X3D-8-Core-Processor
CPU,Intel,Core i9-11900K,103.0,Core,i9,11900K,https://cpu.userbenchmark.com/Intel-Core-i9-11900K/Rating/4110
CPU,Intel,Core i7-13620H,103.0,Core,i7,13620H,https://cpu.userbenchmark.com/SpeedTest/2049481/13th-Gen-IntelR-CoreTM-i7-13620H
CPU,Intel,Core i5-12600,102.0,Core,i5,12600,https://cpu.userbenchmark.com/SpeedTest/1751978/12th-Gen-IntelR-CoreTM-i5-12600
CPU,Intel,Core i7-11700KF,102.0,Core,i7,11700KF,https://cpu.userbenchmark.com/SpeedTest/1514594/11th-Gen-IntelR-CoreTM-i7-11700KF---360GHz
CPU,Intel,Core i7-11700K,101.0,Core,i7,11700K,https://cpu.userbenchmark.com/Intel-Core-i7-11700K/Rating/4107
CPU,AMD,Ryzen 9 5950X,100.0,Ryzen,Ryzen 9,5950X,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,Intel,Core i5-13500H,100.0,Core,i5,13500H,https://cpu.userbenchmark.com/SpeedTest/2055743/13th-Gen-IntelR-CoreTM-i5-13500H
CPU,Intel,Core i9-12900HK,100.0,Core,i9,12900HK,https://cpu.userbenchmark.com/SpeedTest/1763927/12th-Gen-IntelR-CoreTM-i9-12900HK
CPU,Intel,Core i9-11900F,100.0,Core,i9,11900F,https://cpu.userbenchmark.com/SpeedTest/1492552/11th-Gen-IntelR-CoreTM-i9-11900F---250GHz
CPU,Intel,Core i9-11900,99.9,Core,i9,11900,https://cpu.userbenchmark.com/SpeedTest/1515871/11th-Gen-IntelR-CoreTM-i9-11900---250GHz
CPU,AMD,Ryzen 5 5600X3D,99.8,Ryzen,Ryzen 5,5600X3D,https://cpu.userbenchmark.com/SpeedTest/2142471/AMD-Ryzen-5-5600X3D-6-Core-Processor
CPU,Intel,Core i9-10900K,99.6,Core,i9,10900K,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,Intel,Core i9-10900KF,99.5,Core,i9,10900KF,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,Intel,Core i9-12900H,99.5,Core,i9,12900H,https://cpu.userbenchmark.com/SpeedTest/1757877/12th-Gen-IntelR-CoreTM-i9-12900H
CPU,Intel,Core i5-11600K,99.3,Core,i5,11600K,https://cpu.userbenchmark.com/Intel-Core-i5-11600K/Rating/4113
CPU,Intel,Core i5-11600KF,99.1,Core,i5,11600KF,https://cpu.userbenchmark.com/SpeedTest/1512279/11th-Gen-IntelR-CoreTM-i5-11600KF---390GHz
CPU,Intel,Core i5-12500,98.9,Core,i5,12500,https://cpu.userbenchmark.com/Intel-Core-i5-12500/Rating/4123
CPU,Intel,Core i9-10850K,98.9,Core,i9,10850K,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,Intel,Core i9-9900KS,98.8,Core,i9,9900KS,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,AMD,Ryzen 9 5900X,98.8,Ryzen,Ryzen 9,5900X,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,Intel,Core i7-11700F,98.3,Core,i7,11700F,https://cpu.userbenchmark.com/SpeedTest/1522100/11th-Gen-IntelR-CoreTM-i7-11700F---250GHz
CPU,Intel,Core i5-12400F,98.3,Core,i5,12400F,https://cpu.userbenchmark.com/Intel-Core-i5-12400F/Rating/4121
CPU,Intel,Core i5-12400,98.2,Core,i5,12400,https://cpu.userbenchmark.com/Intel-Core-i5-12400/Rating/4122
CPU,Intel,Core i7-11700,98.1,Core,i7,11700,https://cpu.userbenchmark.com/SpeedTest/1450761/11th-Gen-IntelR-CoreTM-i7-11700---250GHz
CPU,AMD,Ryzen 7 5800X,98.0,Ryzen,Ryzen 7,5800X,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,Intel,Core i9-9900K,97.9,Core,i9,9900K,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,Intel,Core i5-13420H,97.9,Core,i5,13420H,https://cpu.userbenchmark.com/SpeedTest/2088006/13th-Gen-IntelR-CoreTM-i5-13420H
CPU,Intel,Core i7-12800H,97.9,Core,i7,12800H,https://cpu.userbenchmark.com/SpeedTest/1760724/12th-Gen-IntelR-CoreTM-i7-12800H
CPU,Intel,Core i9-9900KF,97.8,Core,i9,9900KF,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,Intel,Core i7-9700KF,97.1,Core,i7,9700KF,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,AMD,Ryzen 9 5900,97.1,Ryzen,Ryzen 9,5900,https://cpu.userbenchmark.com/SpeedTest/1528736/AMD-Ryzen-9-5900-12-Core-Processor
CPU,Intel,Core i7-12700H,97.0,Core,i7,12700H,https://cpu.userbenchmark.com/SpeedTest/1750314/12th-Gen-IntelR-CoreTM-i7-12700H
CPU,Intel,Core i5-11600,97.0,Core,i5,11600,https://cpu.userbenchmark.com/SpeedTest/1543284/11th-Gen-IntelR-CoreTM-i5-11600---280GHz
CPU,Intel,Core i7-9700K,96.9,Core,i7,9700K,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,Intel,Core i7-10700K,96.5,Core,i7,10700K,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,Intel,Core i7-10700KF,96.3,Core,i7,10700KF,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,Intel,Core i5-11500,96.1,Core,i5,11500,https://cpu.userbenchmark.com/SpeedTest/1496869/11th-Gen-IntelR-CoreTM-i5-11500---270GHz
CPU,Intel,Core i3-13100,96.0,Core,i3,13100,https://cpu.userbenchmark.com/SpeedTest/2011672/13th-Gen-IntelR-CoreTM-i3-13100
CPU,AMD,Ryzen 7 5700X,96.0,Ryzen,Ryzen 7,5700X,https://cpu.userbenchmark.com/SpeedTest/1823386/AMD-Ryzen-7-5700X-8-Core-Processor
CPU,Intel,Core i7-12650H,96.0,Core,i7,12650H,https://cpu.userbenchmark.com/SpeedTest/1807229/12th-Gen-IntelR-CoreTM-i7-12650H
CPU,Intel,Core i3-13100F,96.0,Core,i3,13100F,https://cpu.userbenchmark.com/Intel-Core-i3-13100F/Rating/4143
CPU,Intel,Core i3-12300,95.9,Core,i3,12300,https://cpu.userbenchmark.com/SpeedTest/1796462/12th-Gen-IntelR-CoreTM-i3-12300
CPU,AMD,Ryzen 7 5800,95.9,Ryzen,Ryzen 7,5800,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD-Ryzen-7-5800-8-Core-Processor
CPU,AMD,Ryzen 5 5600X,95.9,Ryzen,Ryzen 5,5600X,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,Intel,Core i9-10900F,95.4,Core,i9,10900F,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,Intel,Core i5-12600H,95.0,Core,i5,12600H,https://cpu.userbenchmark.com/SpeedTest/1847567/12th-Gen-IntelR-CoreTM-i5-12600H
CPU,Intel,Core i5-12500H,94.5,Core,i5,12500H,https://cpu.userbenchmark.com/SpeedTest/1793224/12th-Gen-IntelR-CoreTM-i5-12500H
CPU,Intel,Core i7-1370P,94.4,Core,i7,1370P,https://cpu.userbenchmark.com/SpeedTest/2086746/13th-Gen-IntelR-CoreTM-i7-1370P
CPU,Intel,Core i5-11400,94.2,Core,i5,11400,https://cpu.userbenchmark.com/Intel-Core-i5-11400/Rating/4112
CPU,Intel,Core i5-11400F,94.2,Core,i5,11400F,https://cpu.userbenchmark.com/Intel-Core-i5-11400F/Rating/4111
CPU,Intel,Core i3-12100,94.2,Core,i3,12100,https://cpu.userbenchmark.com/Intel-Core-i3-12100/Rating/4126
CPU,Intel,Core i3-12100F,94.0,Core,i3,12100F,https://cpu.userbenchmark.com/Intel-Core-i3-12100F/Rating/4125
CPU,Intel,Core i9-10900,94.0,Core,i9,10900,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,Intel,Core i5-9600K,93.2,Core,i5,9600K,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,Intel,Core i7-10700F,93.2,Core,i7,10700F,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,Intel,Core i5-9600KF,93.2,Core,i5,9600KF,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,Intel,Core i9-11980HK,93.1,Core,i9,11980HK,https://cpu.userbenchmark.com/SpeedTest/1569162/11th-Gen-IntelR-CoreTM-i9-11980HK---260GHz
CPU,AMD,Ryzen 5 5600,92.9,Ryzen,Ryzen 5,5600,https://cpu.userbenchmark.com/SpeedTest/1822932/AMD-Ryzen-5-5600-6-Core-Processor
CPU,Intel,Core i7-10700,92.6,Core,i7,10700,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,Intel,Core i7-1360P,92.4,Core,i7,1360P,https://cpu.userbenchmark.com/SpeedTest/2032791/13th-Gen-IntelR-CoreTM-i7-1360P
CPU,Intel,Core i5-9600,92.3,Core,i5,9600,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,Intel,Core i5-10600K,92.2,Core,i5,10600K,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,Intel,Core i9-11950H,92.1,Core,i9,11950H,https://cpu.userbenchmark.com/SpeedTest/1554081/11th-Gen-IntelR-CoreTM-i9-11950H---260GHz
CPU,Intel,Core i7-9700,92.0,Core,i7,9700,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,Intel,Core i7-9700F,92.0,Core,i7,9700F,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,Intel,Core i5-10600KF,91.9,Core,i5,10600KF,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,Intel,Core i9-9900,91.4,Core,i9,9900,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,AMD,Ryzen 7 5700G,91.0,Ryzen,Ryzen 7,5700G,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics
CPU,AMD,Ryzen 7 4700G,90.9,Ryzen,Ryzen 7,4700G,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,Intel,Core i7-8086K,90.8,Core,i7,8086K,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,Intel,Core i5-8600K,90.7,Core,i5,8600K,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,Intel,Core i5-12450H,90.3,Core,i5,12450H,https://cpu.userbenchmark.com/SpeedTest/1814904/12th-Gen-IntelR-CoreTM-i5-12450H
CPU,Intel,Core i5-10600,90.2,Core,i5,10600,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,Intel,Core i3-10320,89.6,Core,i3,10320,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,AMD,Ryzen 9 3950X,89.3,Ryzen,Ryzen 9,3950X,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,Intel,Core i3-9350KF,89.3,Core,i3,9350KF,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,Intel,Core i9-11900H,89.2,Core,i9,11900H,https://cpu.userbenchmark.com/SpeedTest/1539880/11th-Gen-IntelR-CoreTM-i9-11900H---250GHz
CPU,Intel,Core i7-11850H,89.0,Core,i7,11850H,https://cpu.userbenchmark.com/SpeedTest/1557007/11th-Gen-IntelR-CoreTM-i7-11850H---250GHz
CPU,AMD,Ryzen 9 7945HX,88.9,Ryzen,Ryzen 9,7945HX,https://cpu.userbenchmark.com/SpeedTest/2064608/AMD-Ryzen-9-7945HX-with-Radeon-Graphics
CPU,AMD,Ryzen 9 3900XT,88.7,Ryzen,Ryzen 9,3900XT,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,Intel,Core i7-8700K,88.4,Core,i7,8700K,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,AMD,Ryzen 5 5600G,88.2,Ryzen,Ryzen 5,5600G,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD-Ryzen-5-5600G-with-Radeon-Graphics
CPU,Intel,Core i5-8600,88.2,Core,i5,8600,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,AMD,Ryzen 7 3800XT,88.1,Ryzen,Ryzen 7,3800XT,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,Intel,Core i7-11800H,88.0,Core,i7,11800H,https://cpu.userbenchmark.com/SpeedTest/1542191/11th-Gen-IntelR-CoreTM-i7-11800H---230GHz
CPU,AMD,Ryzen 9 3900X,87.9,Ryzen,Ryzen 9,3900X,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,AMD,Ryzen 9 7845HX,87.8,Ryzen,Ryzen 9,7845HX,https://cpu.userbenchmark.com/SpeedTest/2064997/AMD-Ryzen-9-7845HX-with-Radeon-Graphics
CPU,Intel,Core i3-10300,87.4,Core,i3,10300,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,AMD,Ryzen TR 3960X,87.2,Ryzen,Ryzen TR,3960X,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,Intel,Core i9-10920X,87.2,Core,i9,10920X,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,Intel,Core i5-1340P,87.1,Core,i5,1340P,https://cpu.userbenchmark.com/SpeedTest/2033578/13th-Gen-IntelR-CoreTM-i5-1340P
CPU,AMD,Ryzen 7 3800X,87.0,Ryzen,Ryzen 7,3800X,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,Intel,Core i7-7740X,87.0,Core,i7,7740X,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,Intel,Core i7-8700,87.0,Core,i7,8700,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,Intel,Core i5-9500,87.0,Core,i5,9500,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,Intel,Core i7-1280P,86.9,Core,i7,1280P,https://cpu.userbenchmark.com/SpeedTest/1817404/12th-Gen-IntelR-CoreTM-i7-1280P
CPU,Intel,Core i7-6950X,86.8,Core,i7,6950X,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,Intel,Core i5-9400,86.5,Core,i5,9400,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,Intel,Core i9-9920X,86.4,Core,i9,9920X,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,AMD,Ryzen 5 5500,86.2,Ryzen,Ryzen 5,5500,https://cpu.userbenchmark.com/SpeedTest/1820844/AMD-Ryzen-5-5500
CPU,AMD,Ryzen 9 7940HS,86.1,Ryzen,Ryzen 9,7940HS,https://cpu.userbenchmark.com/SpeedTest/2069169/AMD-Ryzen-9-7940HS-w-Radeon-780M-Graphics
CPU,AMD,Ryzen TR 3970X,86.1,Ryzen,Ryzen TR,3970X,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,AMD,Ryzen 7 3700X,85.9,Ryzen,Ryzen 7,3700X,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,Intel,Core i7-6900K,85.9,Core,i7,6900K,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,AMD,Ryzen TR 3990X,85.8,Ryzen,Ryzen TR,3990X,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,Intel,Core i9-10940X,85.7,Core,i9,10940X,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,Intel,Core i9-10900T,85.5,Core,i9,10900T,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,Intel,Core i9-9940X,85.4,Core,i9,9940X,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,Intel,Core i5-10600T,85.3,Core,i5,10600T,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,Intel,Core i5-10400F,85.2,Core,i5,10400F,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,Intel,Core i7-1260P,85.2,Core,i7,1260P,https://cpu.userbenchmark.com/SpeedTest/1787416/12th-Gen-IntelR-CoreTM-i7-1260P
CPU,Intel,Core i7-10700T,85.2,Core,i7,10700T,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,Intel,Core i9-10900X,85.1,Core,i9,10900X,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,Intel,Core i7-5775C,84.9,Core,i7,5775C,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,Intel,Core i9-9960X,84.9,Core,i9,9960X,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,AMD,Ryzen 5 3600XT,84.8,Ryzen,Ryzen 5,3600XT,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,Intel,Core i5-9400F,84.8,Core,i5,9400F,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,Intel,Core i5-10400,84.5,Core,i5,10400,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,Intel,Core i9-10980HK,84.4,Core,i9,10980HK,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,AMD,Ryzen 7 7745HX,84.3,Ryzen,Ryzen 7,7745HX,https://cpu.userbenchmark.com/SpeedTest/2100010/AMD-Ryzen-7-7745HX-with-Radeon-Graphics
CPU,Intel,Core i5-10500,84.2,Core,i5,10500,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,Intel,Core i9-10980XE,84.2,Core,i9,10980XE,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,Intel,Core i5-7640X,84.1,Core,i5,7640X,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
