Type,Brand,Model,Benchmark,Type_Speed,CAS_Latency,RAM_Sticks,GB_Amount,URL
RAM,Fury,Fury DDR4 2133 C14 4x8GB,80.9,DDR4 2133,C14,4,8GB,https://ram.userbenchmark.com/HyperX-Fury-DDR4-2133-C14-4x8GB/Rating/3569
RAM,Vengeance,Vengeance LPX DDR4 2400 C16 4x4GB,80.9,DDR4 2400,C16,4,4GB,https://ram.userbenchmark.com/SpeedTest/89553/Corsair-Vengeance-LPX-CMK16GX4M4A2400C16-4x4GB
RAM,Trident,Trident Z RGB DDR4 3000 C16 2x8GB,80.8,DDR4 3000,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/236585/GSKILL-F4-3000C16-8GTZR-2x8GB
RAM,Vengeance,Vengeance RGB PRO DDR4 3200 C15 2x8GB,80.5,DDR4 3200,C15,4,8GB,https://ram.userbenchmark.com/SpeedTest/523893/Corsair-CMW16GX4M2C3000C15-2x8GB
RAM,Vengeance,Vengeance LPX DDR4 3000 C16 2x8GB,80.1,DDR4 3000,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/337520/Corsair-Vengeance-LPX-CMK16GX4M2C3000C16-2x8GB
RAM,Vengeance,Vengeance LPX DDR4 3000 C16 2x8GB,80.1,DDR4 3000,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/337520/Corsair-Vengeance-LPX-CMK16GX4M2C3000C16-2x8GB
RAM,Vengeance,Vengeance LPX DDR4 3000 C16 2x8GB,80.1,DDR4 3000,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/337520/Corsair-Vengeance-LPX-CMK16GX4M2C3000C16-2x8GB
RAM,Vengeance,Vengeance LPX DDR4 3000 C16 2x8GB,80.1,DDR4 3000,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/337520/Corsair-Vengeance-LPX-CMK16GX4M2C3000C16-2x8GB
RAM,Ballistix,Ballistix Sport LT DDR4 2400 C16 4x8GB,79.5,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/Crucial-Ballistix-Sport-LT-DDR4-2400-C16-4x8GB/Rating/3637
RAM,Ballistix,Ballistix Sport LT DDR4 2400 C16 4x8GB,79.5,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/Crucial-Ballistix-Sport-LT-DDR4-2400-C16-4x8GB/Rating/3637
RAM,Ballistix,Ballistix Sport LT DDR4 2400 C16 4x8GB,79.5,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/Crucial-Ballistix-Sport-LT-DDR4-2400-C16-4x8GB/Rating/3637
RAM,Fury,Fury DDR4 2400 C15 2x8GB,78.5,DDR4 2400,C15,4,8GB,https://ram.userbenchmark.com/HyperX-Fury-DDR4-2400-C15-2x8GB/Rating/3587
RAM,Ballistix,Ballistix Sport DDR4 2400 C16 2x8GB,77.0,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/Crucial-Ballistix-Sport-DDR4-2400-C16-2x8GB/Rating/3611
RAM,Ballistix,Ballistix Sport LT DDR4 2400 C16 2x8GB,76.9,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/Crucial-Ballistix-Sport-LT-DDR4-2400-C16-2x8GB/Rating/3638
RAM,Ballistix,Ballistix Sport LT DDR4 2400 C16 2x8GB,76.9,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/Crucial-Ballistix-Sport-LT-DDR4-2400-C16-2x8GB/Rating/3638
RAM,Ballistix,Ballistix Sport LT DDR4 2400 C16 2x8GB,76.9,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/Crucial-Ballistix-Sport-LT-DDR4-2400-C16-2x8GB/Rating/3638
RAM,Vengeance,Vengeance LPX DDR4 2400 C16 2x16GB,76.7,DDR4 2400,C16,4,16GB,https://ram.userbenchmark.com/SpeedTest/131225/Corsair-Vengeance-LPX-CMK32GX4M2A2400C16-2x16GB
RAM,Vengeance,Vengeance LPX DDR4 2666 C16 2x8GB,76.7,DDR4 2666,C16,4,8GB,https://ram.userbenchmark.com/Corsair-Vengeance-LPX-DDR4-2666-C16-2x8GB/Rating/3545
RAM,Vengeance,Vengeance LPX DDR4 2666 C16 2x8GB,76.7,DDR4 2666,C16,4,8GB,https://ram.userbenchmark.com/Corsair-Vengeance-LPX-DDR4-2666-C16-2x8GB/Rating/3545
RAM,Vengeance,Vengeance LPX DDR4 2400 C16 2x4GB,76.5,DDR4 2400,C16,4,4GB,https://ram.userbenchmark.com/SpeedTest/105361/Corsair-Vengeance-LPX-CMK8GX4M2A2400C16-2x4GB
RAM,Vengeance,Vengeance LPX DDR4 2666 C16 2x4GB,76.3,DDR4 2666,C16,4,4GB,https://ram.userbenchmark.com/SpeedTest/90467/Corsair-Vengeance-LPX-CMK8GX4M2A2666C16-2x4GB
RAM,Ripjaws,Ripjaws V DDR4 2400 C15 4x8GB,76.1,DDR4 2400,C15,4,8GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-V-DDR4-2400-C15-4x8GB/Rating/3568
RAM,Vengeance,Vengeance LPX DDR4 2666 C16 2x16GB,75.8,DDR4 2666,C16,4,16GB,https://ram.userbenchmark.com/SpeedTest/92488/Corsair-Vengeance-LPX-CMK32GX4M2A2666C16-2x16GB
RAM,Vengeance,Vengeance LPX DDR4 2400 C16 2x8GB,75.8,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/92730/Corsair-Vengeance-LPX-CMK16GX4M2A2400C16-2x8GB
RAM,Vengeance,Vengeance RGB DDR4 2666 C16 2x8GB,75.7,DDR4 2666,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/282283/Corsair-CMR16GX4M2A2666C16-2x8GB
RAM,TridentX,TridentX DDR3 2400 C10 4x8GB,74.3,DDR3 2400,C10,3,8GB,https://ram.userbenchmark.com/SpeedTest/89345/GSKILL-F3-2400C10-8GTX-4x8GB
RAM,Vengeance,Vengeance LED DDR4 2666 C16 2x8GB,74.0,DDR4 2666,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/152975/Corsair-CMU16GX4M2A2666C16-2x8GB
RAM,Vengeance,Vengeance LED DDR4 2666 C16 2x8GB,74.0,DDR4 2666,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/152975/Corsair-CMU16GX4M2A2666C16-2x8GB
RAM,Vengeance,Vengeance LED DDR4 2666 C16 2x8GB,74.0,DDR4 2666,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/152975/Corsair-CMU16GX4M2A2666C16-2x8GB
RAM,Fury,Fury DDR4 2133 C14 2x8GB,73.2,DDR4 2133,C14,4,8GB,https://ram.userbenchmark.com/HyperX-Fury-DDR4-2133-C14-2x8GB/Rating/3552
RAM,Fury,Fury DDR4 2133 C14 2x8GB,73.2,DDR4 2133,C14,4,8GB,https://ram.userbenchmark.com/HyperX-Fury-DDR4-2133-C14-2x8GB/Rating/3552
RAM,Vengeance,Vengeance LED DDR4 2400 C16 2x8GB,73.1,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/293029/Corsair-CMU16GX4M2A2400C16-2x8GB
RAM,Vengeance,Vengeance LED DDR4 2400 C16 2x8GB,73.1,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/293029/Corsair-CMU16GX4M2A2400C16-2x8GB
RAM,Vengeance,Vengeance LED DDR4 2400 C16 2x8GB,73.1,DDR4 2400,C16,4,8GB,https://ram.userbenchmark.com/SpeedTest/293029/Corsair-CMU16GX4M2A2400C16-2x8GB
RAM,Vengeance,Vengeance LPX DDR4 2400 C14 2x8GB,72.6,DDR4 2400,C14,4,8GB,https://ram.userbenchmark.com/Corsair-Vengeance-LPX-DDR4-2400-C14-2x8GB/Rating/3544
RAM,Vengeance,Vengeance LPX DDR4 2400 C14 2x8GB,72.6,DDR4 2400,C14,4,8GB,https://ram.userbenchmark.com/Corsair-Vengeance-LPX-DDR4-2400-C14-2x8GB/Rating/3544
RAM,Ripjaws,Ripjaws V DDR4 2400 C15 2x4GB,72.1,DDR4 2400,C15,4,4GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-V-DDR4-2400-C15-2x4GB/Rating/3559
RAM,Ripjaws,Ripjaws V DDR4 2400 C15 2x8GB,71.5,DDR4 2400,C15,4,8GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-V-DDR4-2400-C15-2x8GB/Rating/3549
RAM,Ripjaws,Ripjaws V DDR4 2400 C15 2x8GB,71.5,DDR4 2400,C15,4,8GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-V-DDR4-2400-C15-2x8GB/Rating/3549
RAM,Ripjaws,Ripjaws V DDR4 2400 C15 2x8GB,71.5,DDR4 2400,C15,4,8GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-V-DDR4-2400-C15-2x8GB/Rating/3549
RAM,Ripjaws,Ripjaws V DDR4 2400 C15 2x8GB,71.5,DDR4 2400,C15,4,8GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-V-DDR4-2400-C15-2x8GB/Rating/3549
RAM,Ripjaws,Ripjaws V DDR4 2400 C15 2x8GB,71.5,DDR4 2400,C15,4,8GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-V-DDR4-2400-C15-2x8GB/Rating/3549
RAM,Vengeance,Vengeance LPX DDR4 2400 C14 2x4GB,71.1,DDR4 2400,C14,4,4GB,https://ram.userbenchmark.com/SpeedTest/89740/Corsair-Vengeance-LPX-CMK8GX4M2A2400C14-2x4GB
RAM,Ripjaws,Ripjaws V DDR4 2133 C15 2x16GB,70.7,DDR4 2133,C15,4,16GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-V-DDR4-2133-C15-2x16GB/Rating/3633
RAM,Ripjaws,Ripjaws 4 DDR4 2400 C15 2x8GB,70.6,DDR4 2400,C15,4,8GB,https://ram.userbenchmark.com/GSKILL-Ripjaws-4-DDR4-2400-C15-2x8GB/Rating/3551
RAM,Fury,Fury DDR4 2133 C14 2x4GB,69.5,DDR4 2133,C14,4,4GB,https://ram.userbenchmark.com/HyperX-Fury-DDR4-2133-C14-2x4GB/Rating/3554
